file_name,MFCC_1_mean,MFCC_1_std,MFCC_2_mean,MFCC_2_std,MFCC_3_mean,MFCC_3_std,MFCC_4_mean,MFCC_4_std,MFCC_5_mean,MFCC_5_std,MFCC_6_mean,MFCC_6_std,MFCC_7_mean,MFCC_7_std,MFCC_8_mean,MFCC_8_std,MFCC_9_mean,MFCC_9_std,MFCC_10_mean,MFCC_10_std,MFCC_11_mean,MFCC_11_std,MFCC_12_mean,MFCC_12_std,MFCC_13_mean,MFCC_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,zcr_mean,hnr_librosa,clase
1014-u_lhl-egg.egg,-257.50955,10.503674,167.73123,7.4900208,39.064644,6.0763745,25.930937,7.439563,15.372553,5.971704,21.817951,3.3159728,13.030929,3.7206025,9.773293,5.804603,5.5426164,4.0728335,7.222309,2.4037755,4.91908,3.5715308,2.6259477,2.8167965,2.403735,3.0977151,1451.2516285469617,194.58528975676643,0.00022343136,0.004733177923387,18.496033,0
1014-u_n-egg.egg,-218.73666,5.0834723,161.44543,2.7362761,36.041466,2.3370104,33.010017,1.8988713,23.846117,1.9091634,21.788046,1.9680752,9.867665,1.6842178,11.326318,2.5760348,6.5288506,1.9036461,3.5387383,2.0632527,3.4045134,2.2189102,4.466526,1.9353193,0.026644396,2.1826303,1504.5913471363936,81.89804626151295,0.00020573447,0.004465126129518,22.409103,0
1015-a_h-egg.egg,-238.64401,5.063336,121.440056,6.5488524,25.286171,4.007513,27.029179,3.039694,10.326284,4.4399023,8.332107,3.2505643,0.74814594,5.137727,4.881661,2.4979258,2.66119,4.8592997,-0.6294488,2.6818502,-3.2898254,4.0467353,-0.80712533,2.2639523,-0.7161878,3.5102606,2316.9612903001007,89.23850184769229,0.00043878937,0.0088219275841346,27.623257,0
1015-a_l-egg.egg,-232.28035,22.616446,105.60673,2.8571463,40.077023,2.697431,39.43117,2.6358073,13.741018,2.3492262,13.652614,2.5251398,10.146223,2.5791383,11.979606,2.551076,7.238748,2.9079401,4.791318,2.455226,1.7860037,2.7139997,2.632971,2.399524,2.5190108,2.328148,3807.1087527382,199.62545782114043,0.0024888946,0.0087105887276785,16.508396,0
1015-a_lhl-egg.egg,-251.57137,6.067126,128.72394,7.53968,44.589787,5.989222,37.458187,5.3394723,11.199686,5.1095247,9.848846,3.545802,8.046086,3.2887628,11.050599,2.8110704,4.5208116,2.864799,2.7457194,2.9736173,1.1195109,2.6984217,2.2034047,3.0369651,1.8848437,2.3575532,2296.683848728167,200.9953557336533,0.00054624927,0.008747329059829,17.648722,0
1015-a_n-egg.egg,-238.29613,4.4144716,136.32712,2.3815212,37.912403,2.834014,28.56662,2.8254244,10.302748,2.4902325,18.68976,2.894693,12.195938,2.3327587,4.554354,2.8969846,-0.91339654,2.2891533,3.786938,2.3972726,3.5496879,2.145894,2.704946,2.1518834,1.117726,2.6901329,2266.6081912689483,93.38259988001737,0.0005549,0.0061662946428571,21.792604,0
1015-iau-egg.egg,-254.4183,48.9108,102.42006,38.579388,26.101652,16.117525,31.945114,7.9577894,14.940225,5.5684752,16.493767,5.4630175,10.32357,5.300776,10.474172,5.31063,6.88092,5.761554,6.6118546,5.5552187,4.1538982,5.573081,3.952163,5.32583,2.941381,5.143006,3656.091458332614,2149.5220727431224,0.009780658,0.024682280109714,18.84476,0
1015-i_h-egg.egg,-224.33185,14.656333,122.952576,5.9176817,17.964594,6.743174,25.298143,2.8253808,6.7988534,3.8688622,8.024779,3.396916,8.084145,3.587477,7.1431675,4.3446264,-4.2398763,4.214333,-3.6645682,3.3240485,0.5952597,3.7560182,-1.7851267,2.895432,-4.868314,3.1793723,1964.522815882698,178.77676394216223,0.00025411614,0.010510674838362,28.861778,0
1015-i_l-egg.egg,-248.22627,4.8725195,123.85478,2.9986696,41.93162,2.8930922,36.337856,3.7994246,11.714327,3.4145198,11.812156,2.818391,7.0663133,2.7506366,8.2387295,2.5070994,5.3771567,2.5277112,4.5740066,2.484172,-0.7935902,2.5504868,-2.4367075,2.183027,-1.7443488,2.2552881,3348.795690737188,127.25669268739124,0.0023863828,0.0178778620049504,16.000837,0
1015-i_lhl-egg.egg,-213.96812,16.931404,140.47176,7.811468,15.021924,13.022668,23.65155,7.5120807,17.02068,5.6960087,16.38769,3.4648838,7.314915,3.369985,6.097978,4.052314,2.4598148,3.5048513,2.0848567,2.9518893,0.34035006,2.4405458,0.3384803,2.1659346,-1.4207805,2.4917648,1858.738526293587,189.2365524601973,0.00028588116,0.0076596791507633,22.838322,0
1015-i_n-egg.egg,-226.01978,9.734692,137.69258,3.776486,32.96404,5.8773003,33.439,3.5268595,10.256671,4.185551,10.694941,3.2236497,4.9414444,3.3180592,5.5604863,2.3199356,6.5971527,2.4837859,2.8004827,2.6966112,-4.5258718,2.2874107,0.035444,2.0086563,0.074337155,2.3721375,1827.459753181173,105.34604633649316,0.00023170188,0.006811276830808,27.823713,0
1015-u_h-egg.egg,-237.54095,9.545234,127.3146,5.3461986,39.84045,2.8431842,40.49916,3.2265306,17.045496,3.034248,13.013171,2.502004,4.927968,3.1089969,7.3764586,3.3969052,6.994224,2.8260367,6.8007064,2.6820645,1.8335806,2.9009056,-2.971944,2.2855835,-4.7162795,2.4833455,1929.384017369349,199.30126795592216,0.0002637662,0.0071665445963541,27.233713,0
1015-u_l-egg.egg,-199.8605,7.368442,106.82289,5.6108985,43.906048,3.193867,45.336952,4.9913173,20.760784,5.6333556,17.920269,4.546393,9.724811,3.0567951,9.897342,2.8932636,6.4841857,2.5901682,5.9950566,2.9991608,4.139175,3.1701045,5.4361696,2.6781867,5.7047796,2.8292918,3350.8632333447954,200.1634471690171,0.0013240936,0.0075164794921875,19.125767,0
1015-u_lhl-egg.egg,-243.8649,7.1277685,130.70973,5.640164,38.661087,7.272662,34.21902,6.803419,13.263546,4.62195,14.947495,4.027354,10.353077,3.0704367,8.844765,3.2218604,4.274564,2.3853705,6.079496,2.1467054,2.7386434,2.502762,0.37458315,2.2041135,0.43338472,2.4632003,2161.886998985522,252.87293352078,0.0004451786,0.0072328629032258,20.449623,0
1015-u_n-egg.egg,-232.21735,10.860855,135.7295,2.0241513,43.31881,3.4719734,37.996727,3.0631254,18.261135,3.217014,18.205921,3.556319,9.596606,3.5155706,9.937435,3.1603596,7.712789,3.0442533,5.0778394,3.465038,0.46197015,2.7828562,2.2953668,2.3914237,3.2053435,2.3489418,2053.621199203617,104.92969522313778,0.00037495748,0.005849609375,22.6217,0
1016-a_h-egg.egg,-174.30609,15.682646,189.35863,7.6525135,-21.662727,10.032647,18.445105,6.619244,16.228577,4.117409,11.43598,3.2730153,8.388414,2.7813766,0.8765575,3.142502,-1.3167983,2.3060565,1.6347351,2.9125183,-0.6534585,2.231438,1.9742577,2.0729034,-0.0018978777,1.8801874,1201.3979347757963,174.13090125258535,8.625808e-05,0.0058459051724137,29.834118,0
1016-a_l-egg.egg,-197.00717,10.217136,203.07663,11.0586,16.801178,6.0820947,22.258764,5.8135376,9.501173,6.035588,11.664387,6.3587527,13.11282,4.5222707,8.060183,5.3432055,-1.2198181,4.457146,5.06991,3.7066553,3.613094,2.6952395,1.2550801,1.874537,1.6454147,1.7579383,1046.4817689889042,272.8141909175216,0.00012643117,0.0038203983516483,23.022596,0
1016-a_lhl-egg.egg,-177.93207,11.905191,201.00746,8.164338,-5.8157563,6.372322,21.58829,3.774599,17.336096,2.4177284,11.53082,2.2866096,5.6529403,1.7585527,6.97747,1.9618698,2.962747,1.8296664,2.094575,2.073153,2.247657,1.5526402,1.8096796,1.3327378,0.034435757,1.7261724,1205.3757083286046,229.35134908565183,0.00015374701,0.0044514973958333,22.424927,0
1016-a_n-egg.egg,-178.66989,9.808846,201.67549,4.553445,-5.77677,6.6063175,21.492887,3.8297698,17.377735,2.374719,11.598148,2.4138188,5.650419,1.760748,6.9590893,1.9765131,2.872121,1.7613075,2.0035157,2.0964751,2.1674693,1.5181763,1.7919731,1.2860544,0.09901991,1.8629401,1184.3366098782524,102.14813422139814,0.00011341949,0.0044596354166666,22.52853,0
1016-iau-egg.egg,-295.39676,95.19075,126.27703,66.55798,7.4581275,15.222444,26.01348,7.1778917,15.412976,5.0893073,16.435076,5.361515,10.951057,5.128924,10.350919,6.181048,6.92562,6.16097,7.3581786,5.393708,5.1212873,5.3091063,4.844498,4.891406,3.6109464,4.5192595,3644.7018407900136,2879.6704360161957,0.016137673,0.0341808078393881,20.599716,0
1016-i_h-egg.egg,-235.91077,10.641927,166.38556,3.1536,0.3378604,9.045048,23.46325,2.537902,19.38617,1.5675149,11.60948,2.0943582,9.130734,2.3949199,9.131981,2.4863746,4.1219554,2.119911,5.967382,2.652682,1.4789009,2.1701236,0.56995565,1.9000407,0.4882724,2.1592934,1330.8824222414294,137.17715938301225,0.00010934636,0.0060389727011494,28.45332,0
1016-i_l-egg.egg,-261.24854,17.762571,175.58322,9.0562,39.062717,5.745673,23.243633,4.5820394,12.182808,5.362784,20.624481,3.154997,8.3907795,3.8394415,8.759049,3.4027078,10.113053,2.2729075,9.660895,2.7274702,5.3800464,2.215497,2.9282784,1.6620091,3.7490299,2.6047616,1168.595866030199,309.21228796598194,0.00016087973,0.0036525974025974,23.742737,0
1016-i_lhl-egg.egg,-202.23035,13.499459,177.35081,8.143569,-1.7836453,6.195015,31.857374,8.408971,21.219522,3.3356376,14.877736,3.2651694,6.5188103,4.8624635,0.6127373,6.596745,2.7977445,2.7992604,6.799403,2.7029195,1.3290691,2.3399856,-0.6034798,3.681924,-1.3125467,2.9709208,1269.6549820879786,220.27668821767472,0.00013970328,0.0052584134615384,23.282253,0
1016-i_n-egg.egg,-214.7524,6.646378,179.94254,4.746259,6.0064273,3.9910133,33.962128,2.554325,16.920044,2.6353126,11.764558,2.1704245,8.642757,2.3240213,5.696338,1.5920773,1.9696614,1.9171895,1.7948631,2.526295,0.11752284,2.5286803,0.63761437,1.7898644,-0.18792458,2.0259504,1287.617448765332,89.09049475155463,0.00011584364,0.0045794862689393,25.895319,0
1016-u_h-egg.egg,-213.09236,8.885687,170.93248,4.1825137,-8.635462,7.3073187,20.152365,3.7118897,14.881235,3.3409195,14.292656,3.7299001,9.019431,2.993156,4.6992717,2.5182724,1.109269,3.214808,4.0234704,3.469792,0.6773115,2.6778047,1.999503,2.2240794,1.0186445,2.208332,1442.4113339068326,134.02832617852792,0.00014906922,0.0058666627798507,26.21454,0
1016-u_l-egg.egg,-250.43042,16.580072,177.0836,5.8267617,32.713284,8.41057,28.615164,3.2036521,15.1726265,4.456338,13.127393,2.6966872,5.1581926,3.7258167,12.4189005,2.953319,11.163767,3.572034,4.13587,2.3908627,1.4030308,2.5645206,5.9334645,1.8978814,2.4882922,1.9741904,1254.588648308986,241.0894507595261,0.00017088799,0.00390625,23.53853,0
1016-u_lhl-egg.egg,-224.94691,8.405585,168.34077,4.5564213,1.2332733,6.236245,27.64936,8.530847,19.855171,4.1844673,15.188337,3.3168101,5.286898,2.9020212,6.111347,3.2437682,3.480222,2.9331007,4.465377,2.6257188,0.6285734,3.161655,0.011058656,2.139397,1.1560625,2.5511773,1491.454511192114,141.7458641078194,0.00018502187,0.0055261036706349,21.193037,0
1016-u_n-egg.egg,-225.89088,12.424352,187.60353,6.292678,16.489744,8.439558,21.016346,6.2499757,12.870943,5.4087586,14.044935,4.264895,11.572241,3.9238813,7.632218,2.199734,0.8596518,2.1850717,3.99015,1.8908007,2.4602804,2.1688554,0.9881821,1.543312,-0.38386998,1.7375938,1253.8478740241408,195.4164537114056,0.000153678,0.0044603669241573,24.021576,0
1017-a_h-egg.egg,-236.99551,13.416401,137.92928,2.8272297,30.53285,5.2809925,36.555973,2.7945251,21.167498,2.6882935,16.126217,2.204846,4.422483,2.301703,2.7178926,2.2149525,1.7285588,2.6593301,5.0876307,2.2684479,-0.28949657,1.9907043,-3.3289638,2.3854744,-1.5444905,2.1961286,1722.2919780870527,175.48585354490604,0.00021740873,0.0067501583614864,26.785402,0
1017-a_l-egg.egg,-234.63177,15.682491,151.24583,7.685854,47.894314,7.2774878,38.58638,4.679438,14.417188,6.0700097,14.038818,6.0473256,6.9526896,3.5897245,8.670745,3.5532472,7.484758,2.6027987,6.8312078,4.045809,2.1827567,3.264054,0.6444448,2.3712819,0.37449652,3.334851,1459.763484488929,298.3128418188288,0.00019594553,0.005346981095679,25.394728,0
1017-a_lhl-egg.egg,-230.67413,12.6123,147.24551,5.3064747,36.376038,7.4057155,34.034077,5.367247,16.669794,4.662125,16.20857,4.609486,8.741271,2.844086,10.612103,2.7117379,2.7298825,3.8187907,-3.0657873,3.3315268,-2.1895633,3.8432865,1.2667136,3.6178603,-2.3385332,2.9497633,1555.4424269684614,234.96722098549003,0.0001929119,0.0061511528201219,24.713974,0
1017-a_n-egg.egg,-260.5217,12.899186,128.1381,4.387607,44.332714,4.425497,45.65203,4.065588,25.859272,3.2956982,26.10081,4.4579225,15.433425,4.6327686,8.441272,3.8650684,0.7579073,3.9463654,1.2680945,4.14878,1.1788831,2.8634152,1.7324902,2.9210923,-0.1751474,3.5831451,1736.4454422672682,167.9140170358506,0.00019974879,0.0056489089439655,26.755316,0
1017-iau-egg.egg,-278.30377,41.2946,103.9827,41.307285,24.667204,18.159302,33.986042,8.285649,18.303633,5.5278087,19.162151,5.1240506,11.04288,5.803609,10.93336,5.266017,7.3742676,5.465514,6.510124,6.1971774,3.766919,6.3468614,3.9430285,5.4243884,2.8967605,4.9975576,3712.8746206050814,2550.449514474272,0.015069925,0.0319230120810376,23.755072,0
1017-i_h-egg.egg,-226.60675,14.915586,139.11595,3.5895686,18.075573,3.2209818,28.71885,3.1292143,22.872242,3.6039543,13.752455,3.394505,-3.9023445,2.4781926,3.5608,2.8250394,7.2376275,2.2851095,1.5234749,3.1902332,-6.3291063,1.6966326,-1.7999506,2.1697733,0.45219514,2.0880709,1746.2560840031838,247.5910667868288,0.00025324489,0.0074047046703296,28.661964,0
1017-i_l-egg.egg,-228.89413,13.593913,146.46965,3.2992058,32.16463,7.364883,33.576286,5.4082503,19.291805,3.0013587,18.09733,4.5031395,10.504011,4.0151443,12.167101,3.6885822,6.6489058,3.313616,1.42246,3.740212,-0.7623137,4.2730656,2.413417,3.5291758,0.7894949,4.39046,1622.594171408016,251.54489620941996,0.0002311052,0.0054947092563291,25.851131,0
1017-i_lhl-egg.egg,-240.6976,16.17553,139.68593,5.0302963,37.575752,10.3576,38.80753,5.593048,20.478632,3.2308464,18.097912,3.7615979,8.111253,4.706563,8.338558,4.0768886,4.5622406,3.3677928,0.16775805,4.1658425,-3.1295154,4.6161914,0.055096887,3.7906415,1.4042996,3.77973,1569.082349531082,225.30162602398215,0.00017670362,0.0063960009282178,25.289677,0
1017-i_n-egg.egg,-255.93394,9.218882,132.94698,4.4546165,45.646282,3.2312717,42.1987,2.9827487,17.53285,3.82428,15.617063,4.874239,7.894494,3.6719155,8.276861,3.2222736,3.825983,2.6586993,1.7158898,2.4400055,-1.4806995,2.6359057,-0.13696037,2.834851,-0.111491285,2.746109,1769.3112494192076,106.28154326109672,0.00020011194,0.0063909216772151,29.474495,0
1017-u_h-egg.egg,-239.26857,15.377304,134.1279,4.018294,26.56143,4.4045506,31.008146,3.4434206,20.773521,4.3603616,22.30539,3.8346808,9.856641,3.7821226,5.8931403,3.4854975,0.5710914,4.2264214,1.1368673,4.2723365,-1.1458827,3.4570727,-2.0148263,3.264821,-3.3659956,2.556671,1790.524197675957,230.44502335923008,0.00027674533,0.0072913009129213,26.963192,0
1017-u_l-egg.egg,-263.61325,12.83328,127.7046,4.7712464,49.899952,5.7047853,49.124126,4.823749,24.44493,3.6460533,21.883322,3.6937644,12.214913,4.9290338,8.814767,4.950472,3.665017,3.7234461,4.496352,3.5684361,3.1379926,4.071443,3.066642,3.5251577,2.214743,2.7212176,1757.0649803216877,273.2484996176168,0.00024109238,0.0057167310393258,25.902744,0
1017-u_lhl-egg.egg,-232.84723,13.851788,142.5113,3.7139347,30.62933,4.3127456,30.934353,3.0921788,19.89518,3.06904,23.268982,3.722458,12.618088,2.6153219,7.6853423,3.3343446,3.7769618,3.2960644,3.4784832,3.5255973,-1.1197981,3.6375601,-0.6158908,2.4435496,0.54981977,2.8032572,1607.8689585872514,236.3549590593915,0.00020708358,0.00634765625,25.762524,0
1017-u_n-egg.egg,-250.12491,11.720626,130.89072,5.2662487,34.74566,4.6404567,38.348022,4.9004292,22.75373,3.781746,21.955956,2.8744767,11.689993,4.348847,10.845723,3.5519485,8.652297,4.0077863,8.419198,3.9403222,3.9002526,3.3898144,2.3434844,3.2505715,0.19807574,4.476172,1802.3798088612773,181.9493624875088,0.00023652833,0.0060961174242424,25.939367,0
1018-a_h-egg.egg,-227.85823,7.426575,187.9956,5.4623017,30.038212,2.445346,18.137192,4.1671343,7.903525,4.7168713,17.228834,3.0773423,8.957395,4.12877,4.808413,2.1767638,2.9262865,3.2566948,1.4600013,2.4400804,-4.3363395,2.2107868,-1.34481,3.0406973,-1.1996045,2.105987,1205.315056249442,149.53103426612395,0.00012501136,0.0048298207364341,22.489023,0
1018-a_l-egg.egg,-283.5394,14.940591,158.91551,9.698217,51.442684,6.9618993,31.262918,7.9704456,5.2683816,4.570975,14.039943,4.422602,12.479854,3.5823483,9.916107,3.1817846,4.863911,2.6307952,6.859904,2.230219,4.404463,2.1208591,4.474682,2.0847983,4.3866973,1.7939695,1756.5316774793605,219.59788885841095,0.00039340628,0.0067033179012345,16.435371,0
1018-a_lhl-egg.egg,-236.91867,12.163622,184.32503,5.074974,30.768475,7.5658956,18.741405,2.8508704,11.753676,3.0836833,17.209295,3.1802704,8.774691,2.1514535,9.21838,2.777322,4.2064276,2.0707254,2.3897176,1.9539694,3.1688874,1.6795572,2.8686478,1.9548784,0.66321886,2.2509923,1293.8319121782836,107.06410366173893,0.00017947343,0.005617042824074,16.890018,0
1018-a_n-egg.egg,-220.08855,7.570049,198.08904,4.849352,36.886482,2.6383324,21.339388,3.1587949,6.2040763,3.5052574,11.701241,2.582406,9.6813545,3.560377,9.108944,1.9120108,2.7731328,3.039856,2.7374175,2.04642,2.55693,1.989195,2.7435393,1.7130793,0.76548326,1.4949495,1060.3050065879966,123.3377559789415,9.7984586e-05,0.0039771295362903,22.299644,0
1018-iau-egg.egg,-285.85092,67.82272,139.25536,57.516895,23.957716,15.942792,24.14631,7.454345,12.14762,6.564625,17.839113,5.090344,11.618618,4.656084,11.347758,5.3915205,7.635383,5.2280383,7.384876,5.443598,5.475821,4.7695694,5.440362,4.4834757,4.106695,4.5015845,2821.060558861162,2203.6472772481343,0.005563757,0.0167251700234097,19.479979,0
1018-i_h-egg.egg,-195.50003,8.342403,193.46059,6.3221803,6.607021,7.242903,16.924232,2.863649,17.024336,6.012217,12.954749,4.1134915,4.5052247,3.8211746,11.05776,4.243077,1.2428073,2.782943,-0.8510604,3.5509024,3.8387985,3.1319344,-0.83496815,2.1353624,-3.5888596,2.6781414,1192.3391912981836,183.74084911648447,0.0001276931,0.0050278815670289,23.54881,0
1018-i_l-egg.egg,-228.14893,10.141425,188.08372,6.2677536,25.32425,6.337687,17.469042,3.4291449,16.047829,2.4656594,19.883707,2.7712271,9.368347,1.7961073,10.718253,1.6262118,8.659092,1.496526,7.8688235,1.2960153,5.5133786,1.1953783,6.1598063,1.2676227,4.767191,1.3765239,1244.4257831661405,199.18771381661384,0.00017790892,0.0042564831479057,18.532524,0
1018-i_lhl-egg.egg,-224.04709,28.001438,184.35942,11.512379,27.524094,18.587807,20.954983,7.4912906,11.201721,3.9645972,18.03357,3.3543415,9.570193,3.1935227,9.591137,2.9520879,5.9752455,2.9599423,4.418021,2.388575,2.7695012,2.646604,4.4392786,2.3899245,2.3279476,2.2789116,1231.110727960635,299.3341038609305,0.00018116437,0.0048172713926174,18.69661,0
1018-i_n-egg.egg,-201.02776,9.4372015,200.26971,6.7299457,25.720972,6.400193,15.626435,2.6880105,2.4239297,8.321126,20.115473,5.211382,13.301408,5.6120963,1.1820253,6.49281,3.9845958,4.1982336,8.827318,5.2674727,1.6614842,3.1275833,2.3823948,2.9379282,2.6416438,2.3300228,1050.022109259779,179.06555862575212,9.787193e-05,0.0041088701105442,23.931175,0
1018-u_h-egg.egg,-270.05634,8.618195,159.25714,3.70546,40.821754,3.8929253,29.89517,6.591673,1.4698626,3.8266351,8.520382,6.6816735,14.316288,3.4220827,13.367503,6.4469776,1.2868912,2.760773,-0.2951183,4.9857826,1.6117749,2.938946,2.529388,2.6870859,-0.36641288,1.9444588,1730.2262687242576,109.07978679569922,0.00029086502,0.0056407416044776,22.535145,0
1018-u_l-egg.egg,-279.00592,8.443204,159.52438,5.430486,41.11892,5.6306286,25.079063,3.819046,11.742562,3.1364126,19.786648,2.2909024,11.756866,2.1907418,11.208226,1.846658,8.020808,1.903018,7.679248,1.7783628,5.8291736,1.7298709,5.759918,1.491672,4.6459804,1.6437973,1749.760750307439,167.80401964070805,0.00037185446,0.00684200310559,16.56669,0
1018-u_lhl-egg.egg,-282.61505,9.328571,150.92113,4.5497246,34.472797,4.891012,23.086277,3.2196891,11.52228,2.555113,19.384377,2.2321963,12.066802,1.9618863,11.222624,2.0830278,7.4200363,1.9368325,6.5834875,1.8486208,4.83065,1.8073412,5.255711,1.8037738,3.0995045,1.769681,1907.742350881164,135.72605663004248,0.0003582958,0.0056374289772727,19.409098,0
1018-u_n-egg.egg,-235.06764,6.5318804,176.813,4.412207,20.172201,5.468404,16.005365,3.645527,12.891732,5.1069593,19.70515,4.0953407,6.3070626,3.038779,7.8722153,3.6970863,8.118823,2.8853524,4.878093,2.3333404,3.7185214,2.0447016,4.7794704,1.9827751,2.4546049,1.655496,1517.3729864306858,142.46938563993348,0.00024625467,0.0042277018229166,20.812147,0
1019-a_h-egg.egg,-178.41214,9.199541,149.36028,4.4707837,17.890663,2.984861,23.373625,2.185942,12.45955,2.4999318,14.179286,2.8012648,7.7038856,2.3329988,0.89851487,3.1601675,-1.6987782,2.5578039,1.874896,1.9731019,-3.51508,2.4054472,-1.946218,2.1051645,-0.29202816,2.0185122,1883.0124133130744,123.66775154457648,0.0003172811,0.0074288504464285,26.296986,0
1019-a_l-egg.egg,-212.49622,17.320892,141.52975,13.13137,49.207005,4.164586,43.433514,6.508277,21.713528,5.5799117,20.57419,5.793175,9.663301,5.0497518,4.795661,2.8415558,-0.25701752,3.7831511,2.8939486,5.246901,3.914417,3.5969584,3.9226866,3.2173083,1.4507145,3.8647933,1807.3515595950616,211.26675926331396,0.0002681967,0.005038027731788,23.56527,0
1019-a_lhl-egg.egg,-189.00952,25.509705,153.46545,12.341674,39.404903,14.235168,35.34648,11.743024,17.475899,6.596347,17.037401,4.5082345,8.807059,2.7871552,6.1686883,3.4366345,0.5847406,3.894177,1.5883623,3.5389512,2.2827907,2.347853,3.9836366,2.938528,1.0713933,4.085817,1632.9589048993594,156.53986074342532,0.00023000682,0.0054158901949541,18.705305,0
1019-a_n-egg.egg,-158.20091,6.7819386,160.82332,3.6228502,11.788339,2.235628,15.605601,2.294938,14.12378,2.378453,20.65898,1.9223465,3.439745,2.318251,2.595145,2.4064963,6.7971387,1.8116113,3.231316,2.0726945,0.049020924,1.5041777,3.1317847,1.8149726,1.4864283,2.2005563,1795.0269360527486,112.1667744004371,0.00031644132,0.0058743990384615,26.467117,0
1019-iau-egg.egg,-235.33665,58.44298,106.81485,49.35063,20.220547,18.06325,28.821535,10.309839,15.65934,5.460362,17.654482,5.040878,10.384059,6.1899815,10.499424,6.162335,6.929238,6.137933,6.562801,6.032966,4.483673,5.656035,4.4318566,5.257672,3.2870808,4.860762,4194.178366694597,2767.8541943647165,0.020938113,0.0393973155705437,19.737507,0
1019-i_h-egg.egg,-161.25424,9.334146,156.44252,5.291248,8.637275,5.2123837,15.705516,2.5018067,12.130645,3.4547286,11.324922,2.6122675,-2.1531835,4.515258,4.7185216,2.6394823,1.9150832,2.7757232,-2.730783,2.4520552,-0.1735324,2.5083895,-1.6647202,2.0880404,-2.834782,1.6367875,1642.981720162932,148.86912477006007,0.000204065,0.0076373556385869,27.976553,0
1019-i_l-egg.egg,-224.19366,3.9079895,137.48473,3.022582,58.699535,3.1842256,49.28422,3.7066526,20.023596,3.1712418,17.495768,2.9761987,9.033631,4.619806,6.084969,4.2669964,0.7741666,2.8907864,2.4041948,3.502666,2.966666,3.2756152,3.6508462,2.1745505,1.2656791,2.4280658,1852.5263665804357,48.09029253499993,0.00027290106,0.0064083123059006,24.562294,0
1019-i_lhl-egg.egg,-195.48877,25.411173,148.37129,11.974229,42.43942,15.977691,39.531837,10.683304,18.624884,5.8297057,17.948359,4.911114,11.815343,4.6228895,8.211834,4.6972876,0.7041576,4.152241,0.44637638,4.0264316,-0.2908729,3.4526327,1.0122656,3.7013345,0.5843756,3.7607496,1639.298123083005,220.49839101661604,0.00024821557,0.0057578511757425,17.587982,0
1019-i_n-egg.egg,-140.7281,7.1402516,165.12643,3.784009,-0.16618581,3.309753,16.751701,2.206779,19.18815,2.0564723,11.2790985,3.2970333,5.58504,2.2565744,9.0200815,2.1627538,-1.1152406,1.6501586,3.0712943,1.4177729,0.7908094,1.5378717,-0.6374201,1.4588856,-0.9964898,1.580624,1672.1761271199491,82.72955849799189,0.0002430038,0.0064764666411042,26.002275,0
1019-u_h-egg.egg,-183.9141,6.9418163,143.28975,3.4644802,15.868568,5.2516418,17.922323,3.9493737,3.822369,2.616077,10.711281,3.6860034,4.6769958,3.7446847,2.0180058,3.8044598,1.8360032,4.02074,2.1007538,2.6647432,-1.595751,3.3393137,0.750588,2.6469817,0.24327146,2.2705257,1878.96779859658,57.48719830854375,0.0002441862,0.0076877566149635,29.221096,0
1019-u_l-egg.egg,-228.03761,6.578265,126.395134,3.418457,43.88498,2.642876,42.264053,2.4120042,24.285511,2.8379788,24.829918,2.7924123,19.033556,2.794609,20.259024,2.8994448,14.166602,3.2305787,6.3412147,3.166752,-3.3109775,2.7771337,-6.689451,3.0947757,-6.2998233,3.806275,2006.5886532509985,101.64778901785056,0.00029475012,0.0054547035530821,25.843515,0
1019-u_lhl-egg.egg,-210.5013,15.42926,140.69371,6.673392,46.24441,11.062002,41.16528,9.123625,18.051964,4.8690176,15.826214,4.795509,8.180419,7.1774955,9.556774,4.7751245,5.393928,3.4312441,2.251657,3.6570323,-1.6549239,3.9578369,0.20306784,2.411384,3.0084686,3.2423189,1800.614809623216,172.89283143763797,0.0002677225,0.0055260291466346,21.487389,0
1019-u_n-egg.egg,-174.54218,11.212016,156.34476,6.1140676,23.295277,4.658796,19.819519,3.3223314,9.26645,2.9452286,14.441272,2.9057605,5.367774,3.2728586,8.750884,1.8420931,3.8893495,3.0547519,0.22755153,2.2110724,2.0869915,2.154216,2.1281672,2.471157,-0.7633012,1.7909639,1839.1969204690947,90.5228803246962,0.00029306352,0.0061540274784482,26.889938,0
1020-a_h-egg.egg,-228.82068,8.211009,182.62135,4.2001667,21.265898,2.5878005,31.758968,5.530198,4.4042706,8.284728,5.619821,4.3831077,10.792743,11.670866,11.993438,4.5627804,-0.20908733,12.838763,-2.166958,5.964254,0.043073323,10.2904215,1.3392692,5.1477766,-0.052094318,4.184292,1177.358069969437,116.72809012422807,9.639855e-05,0.005517578125,27.708578,0
1020-a_l-egg.egg,-219.84488,11.982534,184.22333,7.169085,5.5263124,9.374517,22.104517,7.424161,12.905173,3.556592,14.61771,3.6521964,6.9562125,2.1894946,5.7712164,2.2843285,2.328541,2.3614304,1.7370449,1.80329,-0.029964853,2.1444824,1.2452143,1.8370543,-0.641296,1.8302441,1474.031158932787,143.68488941795025,0.00024152116,0.0051209000516528,19.99013,0
